id,catalog_number,additional_description
2064855,3 B 380 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065052,4 C 90 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065056,4 C 94 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065048,4 C 84 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065072,4 3V 412 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065076,4 3V 530 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065080,4 3V 690 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065068,4 3V 315 H,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065088,4 5V 1500 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065092,4 5V 3750 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065096,4 5V 5000 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065036,4 C 300 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065104,4 5V 850 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065044,4 C 74 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065116,4 8V 2000 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065120,4 8V 4000 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065108,4 8V 1250 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065124,4 8V 6400 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065137,5 B 110 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065141,5 B 136 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065145,5 B 160 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065100,4 5V 630 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
