id;catalog_number;description;add_descr;img_url;attributes
286397;C48CP100;C48CP100 C48C (2PPSLBSNK);"<h5>Description</h5><p>The C48CP100 is a dual preset counter with solid-state outputs. The solid-state outputs are NPN current sinking, open-collector transistor outputs. This model has an additional output configured as a prescaler output. The Prescaler Output is useful for providing a lower frequency scaled pulse train to a PLC or another external totalizing counter. The Prescaler Output provides a programmable width output pulse for every count or every 10 counts registered on the display.</p>&#13;<p>The C48C features a 7 segment, 2 line by 6 digit backlit LCD display. For the backlit versions, the main display line is red and shows the count value. The smaller secondary display line is green and can be used to view the prescaler value, preset values, or output time values.</p>&#13;<p>The C48C offers a choice of nine programmable counting modes for use in applications requiring bi-directional, anti-coincidence, and quadrature counting. The unit may be programmed to register counts on both edges of the input signal providing frequency doubling capability. DIP switches are used for input configuration set-up and to provide a Program Disable function.</p>&#13;<p>Four front panel push-buttons are used for programming the operating modes and data values, changing the viewed display, and performing user programmable functions, e.g. reset, etc. The C48C can be configured for one of two numeric data entry methods, digit entry or automatic scrolling. The digit entry method allows for the selection and incrementing of digits individually. The automatic scrolling method allows for the progressive change of one through all digit positions by pressing and holding the &#147;up&#148; or &#147;down&#148; button.</p>&#13;<p>The Program Disable DIP switch, a user-programmable code value, and an external user input selected for Program Disable can be utilized to provide multi-level protection against unauthorized changes to data values and unit configuration.</p>&#13;<p>The C48 Counter has programmable User Inputs and a programmable front panel function key. The user inputs can be configured as sinking (active low) or sourcing (active high) inputs via a single plug jumper.</p>&#13;<p>The unit is constructed of a lightweight, high impact plastic case with a textured front panel and a clear display window. The front panel meets NEMA 4X/IP65 specifications when properly installed. Multiple units can be stacked horizontally or vertically. Modern surface-mount technology, extensive testing, plus high immunity to noise interference makes the C48 Counters extremely reliable in industrial environments.</p><h5>Specifications</h5><div><p>• Dual Preset Version\n• 50 mm x 50 mm\n• 2 Line, 6 Character Transmissive LCD w/Backlighting\n• Red Top Line and Green Bottom Line Display\n• Bi-Directional and Quadrature Counting\n• Dual NPN OC Outputs\n• Prescaler Output\n• Up to 11 KHz\n• NEMA 4X/IP65\n </p>\n</div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC11000</th>          \n          <td>ENC11 NEMA 4/IP65 1/16 DIN Enclosure</td>    </tr>\n  <tr>\n      \n          <th>ENC11A00</th>          \n          <td>ENC11A NEMA 4X/IP65 Enclosure for one 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC11B00</th>          \n          <td>ENC11B NEMA 4X/IP65 Enclosure for two 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC30000</th>          \n          <td>ENC3 Legend/Libra/C48/P48/P16/T16/T48/PXV Enclosure NEMA 1</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK30000</th>          \n          <td>BMK3 Base Mount Kit for Legend Libra, T16, P16, T48, P48, C48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMK3C000</th>          \n          <td>PMK3C C48, T48, P16, T16 and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK60000</th>          \n          <td>PMK6 Panel Mount Adapter Kit (1/8 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK70000</th>          \n          <td>PMK7 Panel Mount Adapter Kit (1/4 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMKCC100</th>          \n          <td>PMKCC1 50 x 50 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC200</th>          \n          <td>PMKCC2 72 x 72 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC300</th>          \n          <td>PMKCC3 60 x 75 mm Panel Mount 2 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PNL3F000</th>          \n          <td>PNL3F Panel for 1/16 DIN Units</td>    </tr>\n  <tr>\n      \n          <th>PNL3G000</th>          \n          <td>PNL3G Panel for 1/16 DIN Units with Keylock</td>    </tr>\n    <tr>\n      \n          <th>RBC48001</th>          \n          <td>C48 Replacement Board 1 Preset NPNOC</td>    </tr>\n  <tr>\n      \n          <th>RBC48002</th>          \n          <td>C48 Replacement Board 1 Preset PNPOC</td>    </tr>\n  <tr>\n      \n          <th>RBC48003</th>          \n          <td>C48 Replacement Board 2 Preset Relay</td>    </tr>\n  <tr>\n      \n          <th>RBC48004</th>          \n          <td>C48 Replacement Board 3 Preset Relay NPNOC</td>    </tr>\n  <tr>\n      \n          <th>RBC48005</th>          \n          <td>C48 Replacement Board 3 Preset Relay PNPOC</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6397/c48-lcd-200.jpg;nan
286401;C48CP111;C48CP111 C48C DC (2PPSLBSRC);nan;product_images/28/6401/c48_d0eUGhx.jpg;nan
286406;ICA00000;ICA00000 SPARE INPUT CONN. & WIRES;nan;product_images/28/6406/default_286406.jpg;nan
286411;MBM30000;MBM30000 SIDE MOUNT BRACKET KIT;nan;product_images/28/6411/mbm2-200.gif;nan
286415;TORM0400;TORM0400 4/10 METER NEOPRENE TIRE;nan;product_images/28/6415/TOR%20Neoprene%20Tire.jpg;nan
286430;MB300000;MB300000 SIDE MOUNT BRACKET KIT;nan;product_images/28/6430/mb2-200.gif;nan
286435;PAXLBK30;PAXLBK30 PAX LITE LABEL KIT;nan;product_images/28/6435/default_286435.jpg;nan
286441;PNL1F000;PNL1F000 1/8 DIN PANEL FOR ENC1;nan;product_images/28/6441/default_286441.jpg;nan
286447;RT100000;RT100000 RETROREFLCTV TARGET 1.5^;nan;product_images/28/6447/PRM_RRM-200.GIF;nan
286452;HWK70000;HWK70000 MDM CABLE ASSY KIT;nan;product_images/28/6452/HWK40000-200.GIF;nan
286456;PMK1B000;PMK1B000 1/32 DIN - 55x55mm PANEL;nan;product_images/28/6456/default_286456.jpg;nan
286461;PMK4A000;PMK4A000 GEMINI BMK PANEL;nan;product_images/28/6461/pmk3c-200.jpg;nan
286467;TMPACC05;TMPACC05 THREE TERM BLOCK (RTD);<h5>Description</h5><p>This is the multi-terminal block for RTD TMP units.</p><h5>Specifications</h5><div><ul><li>4 Terminal Block for RTDs</li>\n</ul></div>;product_images/28/6467/tmpacc04-200.gif;nan
286477;RT200000;RT200000 RETROREFLECTIVE TARGET 3^;nan;product_images/28/6477/rt1-200.gif;nan
286484;RLYBD001;RLYBD001 GEMINI 41 RELAY BD;nan;product_images/28/6484/default_286484.jpg;nan
286489;PMK80000;PMK80000 GEMINI TO 1/8 DIN PNL KIT;nan;product_images/28/6489/pmk7a-200.gif;nan
286495;HWK40000;HWK40000 SUB-CUB 2 BEZEL/PC BD KIT;nan;product_images/28/6495/HWK30000-200.GIF;nan
286509;RBC48001;RBC48001 C48 OUT BD: 1PSNK SS;nan;product_images/28/6509/RAM-9931.jpg;nan
286534;WM0333OR;WM0333OR 1/3 MTR NEOPRENE TIRE WHL;nan;product_images/28/6534/wheel-ok-200.gif;nan
286538;RLYBD002;RLYBD002 GEM23334252 RELAY BD;nan;product_images/28/6538/default_286538.jpg;nan
286551;CT005050;CT005050 CURRENT XFR: 50:5A;nan;product_images/28/6551/ct005-200.GIF;nan
286555;DRRJ11T6;DRRJ11T6 RJ11 TO 6POS CONNECTOR;nan;product_images/28/6555/Dp5-200.GIF;nan
286561;TMPACC01;TMPACC01 SPRING LOADED FITTING;<h5>Description</h5><p>This connects probe to thermowell and attaches to weatherhead.</p><h5>Specifications</h5><div><ul><li>Connects Probe to Thermowell</li>\n<li>Attachs to Weatherhead</li>\n<li>Stainless Steel</li>\n</ul></div>;product_images/28/6561/TMP-200_0.GIF;nan
286567;RBC48005;RBC48005 C48 OUT BD:3PRLYSRC SS;nan;product_images/28/6567/c48relay-200.gif;nan
286576;RPGFC003;RPGFC003 RPG FLEX COUPLNG.375x.375;nan;product_images/28/6576/rpgfc-200.jpg;nan
286587;PAXCDS10;PAXCDS10 PAX DUAL RELAY CARD;nan;product_images/28/6587/paxcdl10-200.GIF;nan
286591;WM0400OF;WM0400OF 4/10 MTR FLAT POLY. WHEEL;nan;product_images/28/6591/wheel-or-200.gif;nan
286597;WM0333OK;WM0333OK 1/3 MTR KNURLED ALUM. WHL;nan;product_images/28/6597/wheel-of-200.gif;nan
286601;ENC8A000;ENC8A000 CUB4/5DT8 NEMA 4X ENC;nan;product_images/28/6601/ENC8-200.GIF;nan
286621;MDMU0120;MDMU0120 MDMU PCB RED;"<h5>Description</h5><p>The MDMU is a complete 6 digit Counter/Timer in a small panel or printed circuit board mounted package. It is designed to operate from a 5 VDC power supply. It has a 6 digit LCD, with 0.35' high digits, and 3 selectable decimal points. In the timer modes, a flashing annunciator is supplied to indicate that the signal input of the MDMU is active. The displays is negative image transmissive (illuminated digits, dark background) with red backlighting.</p><p>The MDMU has four Mode Select and two Decimal Point Select inputs available for determining the basic operation. In most applications, the MS and DP inputs are hard wired to select the appropriate function (counter or timer) and counter decimal point position.</p><p>The COUNTER mode is selected by setting the Mode select inputs to the appropriate levels (Hardware selection). Decimal points may also be set using the DP Inputs (Hardware selection). The TIMER mode and range is selected by setting the Mode Select inputs to the appropriate levels (Hardware selection). The timing range increments available are 1 msec, 10 msec, 100 msec, 1 sec, 0.1 min, 1 min, 0.01 hr, 0.1 hr, and 1 hr. The TIMER ACTIVE annunciator will flash at a 1 Hz rate when the input to the timer is activated.</p><h5>Specifications</h5><div><ul><li>Digital Counter &amp; Timer</li>\n<li>23 mm x 42 mm</li>\n<li>6 Digit, 0.35"" (9 mm)</li>\n<li>Red LED Backlighting</li>\n<li>Count Positive or Negative Edge</li>\n<li>Selectable Decimal Points</li>\n<li>9 Timer Ranges</li>\n<li>5 VDC Powered</li>\n<li>PC Board Mount Version</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>HWK70000</th>          \n          <td>MDM Cable Assembly for MDMU &amp; MDMV</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>HWK30000</th>          \n          <td>Panel Bezel Kit without PC Board &amp; Cable for SCUB2</td>    </tr>\n  <tr>\n      \n          <th>HWK40000</th>          \n          <td>SCUB2 Panel Bezel Kit with PC Board &amp; Cable</td>    </tr>\n    <tr>\n      \n          <th>DMOSCB02</th>          \n          <td>SubCub Mounting P.C. Board</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6621/mdmu-lcd-200.gif;nan
286628;G3FILM06;G3FILM06 G306 OVERLAY FILM (10/PK);nan;product_images/28/6628/film-200.jpg;nan
286648;SHREPAX0;SHREPAX0 SHROUD: EPAX;nan;product_images/28/6648/default_286648.jpg;nan
286661;PSA1B000;PSA1B000 2-WIRE PROX SENSOR 6.5mm;nan;product_images/28/6661/default_286661.jpg;nan
286665;CCM12S06;CCM12S06 RPG M12 CONN CABLE 6METER;nan;product_images/28/6665/image%20NA_0.gif;nan
286669;CUB4LM00;CUB4LM00 6-Digit Counter w/V+ Terminal;nan;product_images/28/6669/cub-6dig-lcd.gif;nan
286673;LMPCC000;LMPCC000 LMP-C W/3 PIN CONNECTOR;nan;product_images/28/6673/LMPC-200.GIF;nan
286679;RBD48111;RBD48111 T48 OUTPUT PCB (R12);nan;product_images/28/6679/tp48relay-200.gif;nan
286691;TMPJ2SU2;TMPJ2SU2 J TYPE TC PROBE 900 DEG;"<h5>Description</h5><p>Model TMP Thermocouple and RTD Temperature Probes are field cuttable to the desired length. The probes can be trimmed to within 3.5' (88.9 mm) of the probe tip allowing for greater application flexibility. Accessory hardware is available to wire and mount the probes in the users existing thermowell.</p>&#13;<p>Optional spring loaded fittings (sold separately) slide along the probe sheath to proper immersion depth as determined by the user. These fittings allow for strong contact between the probe and the thermowell to improve response. The spring loaded fittings are adjustable and reusable.</p><h5>Specifications</h5><div><ul><li>Themocouple Sensor, Type J</li>\n<li>32° to 700° F (0° to 370° C)</li>\n<li>Field Cuttable Temperature Probe can be cut from 24"" to 3.5""</li>\n<li>Fiberglass Wire Insulation</li>\n</ul></div>";product_images/28/6691/TMP-200_0.GIF;nan
286700;GCM42201;GCM42201 SERIAL CONV MOD (RS-422);nan;product_images/28/6700/default_286700.jpg;nan
286711;CCARPG50;CCARPG50 RPG CONNECTOR CABLE 50FT;nan;product_images/28/6711/CCARPG01-200.jpg;nan
286717;EMDC0000;EMDC0000 DC EMITTER (OPPOSED BEAM);"<h5>Specifications</h5><div><ul><li>Opposed Beam Emitter, Requires Opposed Beam Receiver</li>\n<li>Modulated LED Light Beam</li>\n<li>10 to 30 VDC Power</li>\n<li>NPN &amp; PNP Outputs</li>\n<li>Various Mounting Brackets and Reflective Targets</li>\n<li>NEMA 1, 2, 3, 3S, 4, 4x, 12 &amp; 13</li>\n</ul></div><h5>Accessories</h5><div>\n        \n  \n  \n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6717/EL_326web.jpg;nan
286721;RLY50000;RLY50000 SSR 45A 1PH PNL MNT;nan;product_images/28/6721/default_286721.jpg;nan
286734;CUB4L820;CUB4L820 CUB4L 8D RED;"<h5>Description</h5>\r\n\r\n<p>The CUB4L8 is an 8-digit miniature counter. This model has a large 0.46 inch high Negative Image Transmissive red backlight LCD display.</p>\r\n\r\n<p>The backlight versions require power from an external 9&ndash;28 VDC supply. The optional power supply (MLPS1000) is designed to be attached directly to the rear of the CUB4 and is powered from an 85&ndash;250 VAC source. The power supply provides 12 VDC @ 400 mA to power the backlight and sensor, if required.</p>\r\n\r\n<p>The CUB4 series has a lightweight, high impact plastic case with a clear viewing window. The sealed front panel with the silicone rubber reset button meets NEMA 4X/IP65 specifications for wash-down and/or dusty environments, when properly installed.</p>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<ul>\r\n	<li>39 mm x 75 mm</li>\r\n	<li>8 Digit, 0.46&quot; (11.7 mm) LCD</li>\r\n	<li>Red LED Backlighting</li>\r\n	<li>3 V Lithium Battery (9 - 28 VDC Required for Backlit Models)</li>\r\n	<li>Front Panel, Remote Reset</li>\r\n	<li>5 KHz</li>\r\n	<li>NEMA 4X/IP65</li>\r\n</ul>\r\n</div>\r\n\r\n<h5>Accessories</h5>\r\n\r\n<div>\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>ENC80000</th>\r\n			<td>ENC8 Steel NEMA 4 Enclosure for CUB4, CUB5 and DT8</td>\r\n		</tr>\r\n		<tr>\r\n			<th>ENC8A000</th>\r\n			<td>ENC8A Plastic NEMA 4X Enclosure for CUB4, CUB5 and DT8</td>\r\n		</tr>\r\n		<tr>\r\n			<th>ENC8B000</th>\r\n			<td>ENC8B Plastic NEMA 4X Enclosure CUB4, CUB5 and DT8 use with MLPS</td>\r\n		</tr>\r\n		<tr>\r\n			<th>TCM10000</th>\r\n			<td>TCM1 Triac Converter Module, 115 VAC</td>\r\n		</tr>\r\n		<tr>\r\n			<th>VCM10000</th>\r\n			<td>VCM1 Voltage Converter Module, 450 V AC/DC</td>\r\n		</tr>\r\n		<tr>\r\n			<th>VCM20000</th>\r\n			<td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>\r\n		</tr>\r\n		<tr>\r\n			<th>BMK60000</th>\r\n			<td>BMK6 Open Base Mount Kit for CUB4, CUB5 &amp; DT8</td>\r\n		</tr>\r\n		<tr>\r\n			<th>PMK6A000</th>\r\n			<td>PMK6A Panel Mount Adapter Kit (1/8 DIN to CUB5)</td>\r\n		</tr>\r\n		<tr>\r\n			<th>PMK7A000</th>\r\n			<td>PMK7A Panel Mount Adapter Kit (1/4 DIN to DT8 CUB4 CUB5)</td>\r\n		</tr>\r\n		<tr>\r\n			<th>MLPS1000</th>\r\n			<td>MLPS1 12 VOC Micro Line Sensor Power Supply, 85250 VAC</td>\r\n		</tr>\r\n		<tr>\r\n			<th>MLPS2000</th>\r\n			<td>MLPS2 24 VDC Micro Line Power Supply, 85250 VAC</td>\r\n		</tr>\r\n		<tr>\r\n			<th>SNUB0000</th>\r\n			<td>SNUB RC Snubber Inductive Load Supressor</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n</div>";product_images/28/6734/cub-8dig-green-200.gif;nan
286738;PSA2B000;PSA2B000 2-WIRE PROX SENSOR 30mm;nan;product_images/28/6738/default_286738.jpg;nan
286743;PSA7A000;PSA7A000 3-WIRE PROX SENSOR 18mm;nan;product_images/28/6743/psa6b-200.gif;nan
286747;TP16KIT2;TP16KIT2 T/P16 PROGRAM KIT (NO PS);nan;product_images/28/6747/tp16kit-200.gif;nan
286752;G3CF064M;G3CF064M COMPACT FLASH CARD 64MB;nan;product_images/28/6752/default_286752.jpg;nan
286774;TP16KIT1;TP16KIT1 T/P16 PROGRAM KIT (W/PS);nan;product_images/28/6774/TOR%20Neoprene%20Tire.jpg;nan
286785;ENC11000;ENC11000 1/16 DIN NEMA 4 ENCLOSURE;nan;product_images/28/6785/default_286785.jpg;nan
286789;RCDC0000;RCDC0000 DC RECEIVER(OPPOSED BEAM);"<h5>Description</h5><p>The Models EMDC (Emitter) and the RCDC (Receiver) are compact, DC powered, Opposed Beam photo-electric sensor pairs with a 10 foot sensing range. The Emitter contains a high power modulated &#147;infrared&#148; LED. The Receiver contains a sensitive photo-transistor, amplifier-demodulator and output transistors. In operation, these outputs will be triggered when the Receiver detects that an object begins to break the Emitter beam. Due to their high gain, they are ideally suited for detecting opaque objects in dirty and dusty areas or when condensation or oil film environments are present. The small 1/8' well defined beam size allows for sensing small parts accurately and provides repeatable edge sensing of opaque objects to better than 0.01' for accurate positioning applications. Greater accuracies can be achieved by aperturing the Emitter, Receiver or both. However, aperturing will result in reduced sensing distances. While the beam size is small, the Receiver has a wide field of view which allows easy &#147;line-of-sight&#148; alignment.</p>&#13;<p>The sensor provides application flexibility in counting, positioning and object detection. The unit is interchangeable with conventional 18 mm threaded barrel-type photo-electrics and inductive proximity sensors. The small 2-1/8' x 1-1/4' x 1/2' size, in addition to various mounting options, greatly increases alignment ease and application possibilities.</p>&#13;<p>The unit can be powered from +10 to +30 VDC and is reverse polarity protected. Current sinking NPN and current sourcing PNP Open Collector Transistors are protected from continuous overload and inductive load transients and are rated to 150 mA, with low saturation voltage and less than 1 &#181;A offstate leakage current. In addition, no false outputs are generated at power-up. A 6 foot long 4 conductor PVC jacketed cable with strain relief provides supply input and transistor outputs.</p>&#13;<p>A gasketed removable back cover provides access to the LIGHT/DARK Operate Mode Selector. When in the &#147;Light Operate&#148; (LO) position, outputs turn on when light is received by the detector. When in the &#147;Dark Operate&#148; (DO) position, the outputs are turned on when sensor light is not detected. Also accessible is a 15-turn screwdriver adjustable GAIN potentiometer that enables precise adjustment of system sensitivity. A rear mounted LED Signal Strength Indicator &#147;lights&#148; whenever the sensor sees a light condition and &#147;blinks&#148; at a rate proportional to the received signals strength (the stronger the signal, the faster the rate). This LED allows for easy alignment and monitoring of signal strength deterioration due to dirty optics or changes in alignment.</p><h5>Specifications</h5><div><ul><li>Opposed Beam Receiver, Require Opposed Beam Emitter</li>\n<li>Modulated LED Light Beam</li>\n<li>10 to 30 VDC Power</li>\n<li>NPN &amp; PNP Outputs</li>\n<li>Various Mounting Brackets and Reflective Targets</li>\n<li>NEMA 1, 2, 3, 3S, 4, 4x, 12 &amp; 13</li>\n</ul></div><h5>Accessories</h5><div>\n        \n  \n  \n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6789/tlarelay-200.gif;nan
