additional_description,description,ids,item_code,ordering_number
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Box (250 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Single</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >K</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40520 SRK-S RIVETS,157143,40520,SRK-S
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Box (250 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Single</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >B</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40528 SRB RIVETS,157147,40528,SRB
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Box (250 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Single</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >D</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40530 SRD RIVETS,157149,40530,SRD
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >46 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >260</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40415 R6-SE-46/1150 FSTNRS NARROW-25,157124,40415,R6-SE-46/1150
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >24 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >130</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40408 R6-SE-24/600 FASTENERS,157122,40408,R6-SE-24/600
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >72 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >410</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40393 R6-SE-72/1800 FASTENERS,157120,40393,R6-SE-72/1800
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >54 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >300</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40391 R6-SE-54/1350 FASTENERS,157118,40391,R6-SE-54/1350
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >84 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >480</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40416 R6-SE-84/2130 FASTENERS,157125,40416,R6-SE-84/2130
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >42 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >230</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40389 R6-SE-42/1050 FASTENERS,157116,40389,R6-SE-42/1050
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >36 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >200</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40399 R6-SE-36/900 FASTENERS,157121,40399,R6-SE-36/900
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >270</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40390 R6-SE-48/1200 FASTENERS,157117,40390,R6-SE-48/1200
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Two Fastener Strips</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivet Hinged System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >13/32-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >800 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >60 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Rivets Needed per Splice</span> </td> <td> <span >340</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40392 R6-SE-60/1500 FASTENERS,157119,40392,R6-SE-60/1500
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >7/32 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >300 Series Bare Stainless Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40214 SSC-48 HINGE PINS,157103,40214,SSC-48
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >7/32 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >300 Series Bare Stainless Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >42 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40213 SSC-42 HINGE PINS,157102,40213,SSC-42
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >7/32 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >300 Series Bare Stainless Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40211 SSC-30 HINGE PINS,157100,40211,SSC-30
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >1/4 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Bare Steel Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40207 SC-48 HINGE PINS,157097,40207,SC-48
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >7/32 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >300 Series Bare Stainless Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >24 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40210 SSC-24 HINGE PINS,157099,40210,SSC-24
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >7/32 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >300 Series Bare Stainless Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40209 SSC-18 HINGE PINS,157098,40209,SSC-18
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >1/4 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Bare Steel Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40204 SC-30 HINGE PINS,157094,40204,SC-30
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >1/4 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Bare Steel Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >42 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40206 SC-42 HINGE PINS,157096,40206,SC-42
<table> <tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span >1/4 ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Bare Steel Cable</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >36 ''</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Armor Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Hinge Pins</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Package (Ten Pins)</span> </td> </tr><tr> <td > <span >Nylon Coated</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40205 SC-36 HINGE PINS,157095,40205,SC-36
