image,ids,catalog_number,additional_description,description
http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,2985463,5VX850MS,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>",Carlisle 5VX850MS Power-Wedge Cog-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23100/Carlisle-variable-speed-belt.gif,2023100,2322V486,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>",Carlisle 2322V486 Variable Speed
http://www.carlislebelts.com/cms_uploads/Wedge_Band1.jpg,2985355,5V1000MS,"<div><p>Wedge-Band is the banded version of the hard-working Super Power-Wedge v-belt. Wedge-Band is an excellent choice for virtually any application where increased horsepower capacity and output is needed, or where conventional multiple belt drives are impractical because of space or weight limitations. The specially compounded wrapped construction is ideal for clutching operations. Banded v-belts are ideally suited for pulsating or heavily shock loaded drives and drives with extremely long center distances. Wedge-Band is oil and heat resistant, static dissipating, and it won’t turn over or jump off the drive.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Prevents belt whip and rollover on long center distance drives</p></li><li><p>Smoother clutching</p></li><li><p>Space and weight saver</p></li><li><p>Oversized polyester cord provides added belt strength and stability</p></li><li><p>Cord is chemically treated for resistance to belt stretch</p></li><li><p>Tie-band is highly engineered to permanently bond multiple belts together enabling the belts to function as a single unit with even load distribution and wear</p></li><li><p>Vibration is dampened</p></li><li><p>Heavy shock loads are absorbed</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Mud pumps, rock crushers, stump grinders, and more</li></ul><p><strong>Sizes</strong></p><ul><li>R3V, R5V and R8V cross-sections from 34"" to 601""</li></ul></div>",Carlisle 5V1000MS Super Power-Wedge V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17427/carlisle_vbelt.jpg,2017427,A98,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",Carlisle A98 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17424/carlisle_vbelt.jpg,2017424,A95,<table class='description-table'><caption>Replaces:</caption><tr><th>ALLIS CHALMERS</th><td>571100</td></tr><tr><th>BOSTWICK-BRAUN</th><td>264610</td></tr><tr><th>DAYCO</th><td>AP95</td></tr><tr><th>HESSTON</th><td>856757</td></tr><tr><th>ORGILL</th><td>093-9132</td></tr><tr><th>ORGILL</th><td>939132</td></tr><tr><th>TSC CANADA</th><td>62095</td></tr></table>,Carlisle A95 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17426/carlisle_vbelt.jpg,2017426,A97,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",Carlisle A97 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17423/carlisle_vbelt.jpg,2017423,A94,<table class='description-table'><caption>Replaces:</caption><tr><th>ALLIS CHALMERS</th><td>577870</td></tr><tr><th>ALLIS CHALMERS</th><td>70577870</td></tr><tr><th>DAYCO</th><td>AP94</td></tr><tr><th>ORGILL</th><td>312-2934</td></tr><tr><th>ORGILL</th><td>3122934</td></tr><tr><th>TSC CANADA</th><td>62094</td></tr><tr><th>VAPORMATIC</th><td>V9L0017</td></tr><tr><th>VAPORMATIC</th><td>V9L0018</td></tr></table>,Carlisle A94 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17421/carlisle_vbelt.jpg,2017421,A92,<table class='description-table'><caption>Replaces:</caption><tr><th>BOSTWICK-BRAUN</th><td>47570</td></tr><tr><th>DAYCO</th><td>AP92</td></tr><tr><th>ORGILL</th><td>787-3987</td></tr><tr><th>ORGILL</th><td>7873987</td></tr><tr><th>TSC CANADA</th><td>62092</td></tr></table>,Carlisle A92 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17425/carlisle_vbelt.jpg,2017425,A96,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",Carlisle A96 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17422/carlisle_vbelt.jpg,2017422,A93,<table class='description-table'><caption>Replaces:</caption><tr><th>ALLIS CHALMERS</th><td>1197895</td></tr><tr><th>BOSTWICK-BRAUN</th><td>129399</td></tr><tr><th>DAYCO</th><td>AP93</td></tr><tr><th>ORGILL</th><td>720-8911</td></tr><tr><th>ORGILL</th><td>7208911</td></tr><tr><th>TSC CANADA</th><td>62093</td></tr></table>,Carlisle A93 Super Ii V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17420/carlisle_vbelt.jpg,2017420,A91,<table class='description-table'><caption>Replaces:</caption><tr><th>DAYCO</th><td>AP91</td></tr><tr><th>ORGILL</th><td>469-4329</td></tr><tr><th>ORGILL</th><td>4694329</td></tr><tr><th>THERMO KING</th><td>78757</td></tr></table>,Carlisle A91 Super Ii V-Belt
http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,2984519,B24MS,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",Carlisle B24MS Super II V-Belt
