id,catalog_number,description,specifications
2000120,BX92,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:92 in|Approx. Weight:1.00 lb
2000115,BX87,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:87 in|Approx. Weight:0.93 lb
2000111,BX83,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:83 in|Approx. Weight:0.91 lb
2000106,BX78,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:78 in|Approx. Weight:0.86 lb
2000109,BX81,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:81 in|Approx. Weight:0.89 lb
2000107,BX79,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:79 in|Approx. Weight:0.87 lb
2000114,BX86,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:86 in|Approx. Weight:0.93 lb
2000103,BX75,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:75 in|Approx. Weight:0.82 lb
2000112,BX84,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:84 in|Approx. Weight:0.92 lb
2000110,BX82,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:82 in|Approx. Weight:0.90 lb
2000108,BX80,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:80 in|Approx. Weight:0.88 lb
2000105,BX77,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:77 in|Approx. Weight:0.85 lb
2000101,BX73,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:73 in|Approx. Weight:0.80 lb
