id,catalog_number,description,main_image
107269,B5101E150CC-A,"DIXON B5101E150CC-A 1.5\ B5101 EPDMCXC STD. HANDLE""",
107268,B5101E100CC-C,"DIXON B5101E100CC-C 1\ 5101 EPDM CXC TRIGGER HANDLE""",
107267,B5101E100CC-B,"DIXON B5101E100CC-B 1\5101 BF VLV CXC W/INFINITE HNDLE""",
107266,B5101E100CC-A,"DIXON B5101E100CC-A 1\ B5101 EPDMCXC STD. HANDLE""",
107120,B31WMP-G400300,"DIXON B31WMP-G400300 4X3\ REDUCING FERRULE-304""",
107116,B31WMP-G300200,"DIXON B31WMP-G300200 3X2\ REDUCING FERRULE-304""",
107115,B31WMP-G250200,"DIXON B31WMP-G250200 2.5X2\ REDUCING FERRULE-304""",
107114,B31WMP-G250150,"DIXON B31WMP-G250150 2.5X1.5\ REDUCING FERRULE-304""",
107112,B31WMP-G200100,"DIXON B31WMP-G200100 2\X1\"" REDUCING FERRULE -304""",
106784,B2FMP-14-G300,"DIXON B2FMP-14-G300 3\ 90 ELB CLAMP X PBSF/HEX NUT-304""",
106783,B2FMP-14-G250,"DIXON B2FMP-14-G250 2.5\ 90 ELB CLAMP X PBSF/HN 304""",
106782,B2FMP-14-G200,"DIXON B2FMP-14-G200 2\ 90 ELB CLAMP X PBSF/HN 304""",
106655,B24PS-G800,"DIXON B24PS-G800 8\ PIPE HANGER W/SLEEVE 304""",
106654,B24PS-G75,"DIXON B24PS-G75 .75\ PIPE HANGER W/SLEEVE 304""",
106653,B24PS-G600,"DIXON B24PS-G600 6\ PIPE HANGER W/SLEEVE 304""",
106652,B24PS-G50,"DIXON B24PS-G50 .50\ PIPE HANGER W/SLEEVE""",
106651,B24PS-G400,"DIXON B24PS-G400 BRADFORD HEX PIPE HANGER 4\ OD""",
106650,B24PS-G300,"DIXON B24PS-G300 BRADFORD HEX PIPE HANGER 3\ OD""",
106649,B24PS-G250,"DIXON B24PS-G250 BRADFORD HEX PIPE HANGER 2 1/2\ OD""",
106648,B24PS-G200,"DIXON B24PS-G200 BRADFORD HEX PIPE HANGER 2\ OD""",
106647,B24PS-G150,"DIXON B24PS-G150 BRADFORD HEX PIPE HANGER 1 1/2\ OD""",
106625,B19WB-G400,"DIXON B19WB-G400 4\ MNPT X WELD 304SS""",
106624,B19WB-G300,"DIXON B19WB-G300 3\ MNPT X WELD 304SS""",
106623,B19WB-G250,"DIXON B19WB-G250 2 1/2\ MNPT X WELD 304SS""",
106622,B19WB-G200,"DIXON B19WB-G200 2\ MNPT X WELD 304SS""",
106621,B19WB-G150,"DIXON B19WB-G150 1 1/2\ MNPT X WELD 304SS""",
106620,B19WB-G100,"DIXON B19WB-G100 1\ MNPT X WELD 304SS""",
106570,B08-02MGMB,DIXON B08-02MGMB 1/4 MINI FLTR/REGULATOR MELTAL BOWL,
106569,B08-02MG,DIXON B08-02MG 1/4 MINI FLTR/REGULATOR MANUAL DRN,
106568,B08-02AGMB,DIXON B08-02AGMB 1/4 MINI FLTR/REGULATOR METAL BOWL,
106567,B08-02AG,DIXON B08-02AG 1/4 MINI FLTR/REGULATOR AUTO DRAIN,
106566,B08-01MGMB,DIXON B08-01MGMB 1/8 MINI FLTR/REGULATOR METAL BOWL,
106565,B08-01MG,DIXON B08-01MG 1/8 MINI FLTR/REGULATOR MANUAL DRN,
106564,B08-01AGMB,DIXON B08-01AGMB 1/8 MINI FLTR/REGULATOR METAL BOWL,
106563,B08-01AG,DIXON B08-01AG 1/8 MINI FLTR/REGULATOR AUTO DRAIN,
106561,B07-202MG,DIXON B07-202MG 1/4 FILT/REGU MANUAL DRAIN MINI,
106558,B07-202AG,DIXON B07-202AG 1/4 FILTER/REGUL AUTODRAIN-MINI,
106556,B07-102MG,DIXON B07-102MG 1/8MINI F/R MANUALDRN W/GAUGE,
106554,B07-102AG,DIXON B07-102AG 1/8MINI FLTR/RGLTR AUTODRN/GAG,
106551,AWSG-TG,DIXON AWSG-TG ELAVATED TEMP SPRAY NOZZLE,
106542,AVF251,"DIXON AVF251 2-1/2\ FNPT X FNPT ANGLE HOSE VALVE""",
106541,AVF250,DIXON AVF250 TEMP UNAVAILABLE - OFFER AVF251,
106540,AVF151,"DIXON AVF151 1-1/2\ FNPT X 1-1/2\"" FNPT ANGLE""",
106539,AVF150,"DIXON AVF150 1 1/2\ FNPT X FNPT ANGLE HOSE VALVE""",
106538,AV251,"DIXON AV251 2-1/2\ FNPT X 2-1/2\"" MNH ANGLE HOSE""",
106536,AV151,"DIXON AV151 1-1/2\ FNPT X 1-1/2\"" MNH ANGLE""",
106535,AV150,DIXON AV150 ANGLE HOSE VALVE,
106530,ATCT40,"DIXON ATCT40 ALUM RR TANK CAR NUT X 4\ELBOWMNPT""",
106529,ATCT30,"DIXON ATCT30 ALUM RR TANK CAR NUT X 3\ELBOWMNPT""",
106528,ATCS40,"DIXON ATCS40 ALUM RR TANK CAR NUT X 4\ELBOWHOSE""",
106526,AST60,DIXON AST60 6 ALUM KING NIPPLES,
106525,AST50,DIXON AST50 5 ALUM KING NIPPLES,
106524,AST5,DIXON AST5 3/4 ALUM KING NIPPLES,
106523,AST40,DIXON AST40 4 ALUM KING NIPPLES,
106522,AST35,DIXON AST35 3 ALUM KING NIPPLES,
106521,AST30,DIXON AST30 2 1/2 ALUM KING NIPPLES,
106520,AST25,DIXON AST25 2 ALUM KING NIPPLES,
106519,AST20,DIXON AST20 1 1/2 ALUM KING NIPPLES,
106518,AST15,DIXON AST15 1 1/4 ALUM KING NIPPLES,
106517,AST10,DIXON AST10 1 ALUM KING NIPPLES,
106516,AST1,DIXON AST1 1/2 ALUM KING NIPPLES,
106393,AM7SWIV,"DIXON AM7SWIV 3/4\ UNIVERSAL MALE END SWIVEL""",
106361,AL325XX,"DIXON AL325XX 48\ EXTENSION FOR HPSG""",
106360,AL324XX,"DIXON AL324XX 36\ ZINC SPRAY LANCE W/MOLDED GRIP""",
106359,AL323XX,"DIXON AL323XX 24\ EXTENSION FOR HPSG""",
106348,AHGV250F,"DIXON AHGV250F 2-1/2\ NST X 2-1/2\"" NST HYDRANT""",
106334,AHA2525ADP,"DIXON AHA2525ADP 2 1/2\ ALUM C&G HYDRANT ADPT""",
106320,AHA1515ADP,DIXON AHA1515ADP 1 1/2 FNST X 1 1/2 ADP PL AL,
106219,AD800EZ,"DIXON AD800EZ 8\ AL EZ CPLR X FNPT""",
106217,AD600EZ,"DIXON AD600EZ 6\ ALUM EZ CPLR X FNPT""",
106215,AD500EZ,"DIXON AD500EZ 5\ EZ BOSSLOCK CPLR X FNPT ALUM""",
106213,AD400EZ,"DIXON AD400EZ 4\ ALUM EZ CPLR X FNPT""",
106211,AD300EZ,"DIXON AD300EZ 3\ ALUM EZ CPLR X FNPT""",
106209,AD250EZ,"DIXON AD250EZ 2 1/2\ ALUM EZ CPLR X FEM NPT""",
106207,AD200EZ,"DIXON AD200EZ 2\ ALUM EZ CPLR X FNPT""",
106205,AD150EZ,DIXON AD150EZ 1 1/2 ALUM EZ CPLR X FNPT,
106202,AD100EZ,"DIXON AD100EZ 1\ ALUM EZ CPLR X FNPT""",
106200,AD075EZ,"DIXON AD075EZ 3/4\ ALUM EZ CPLR X FEMALE NPT""",
106192,AC800EZ,"DIXON AC800EZ 8\ AL EZ CPLR X HOSE SHANK""",
106189,AC600EZ,"DIXON AC600EZ 6\ ALUM EZ CPLR X HOSE SHANK""",
106186,AC400EZ,"DIXON AC400EZ 4\ ALUM EZ CPLR X HOSE SHANK""",
106183,AC300EZ,"DIXON AC300EZ 3\ ALUM EZ CPLR X HOSE SHANK""",
106180,AC250EZ,"DIXON AC250EZ 2 1/2\ ALUM EZ CPLR X HOSE SHANK""",
106178,AC200EZ,"DIXON AC200EZ 2\ ALUM EZ CPLR X HOSE SHANK""",
106175,AC150EZ,DIXON AC150EZ 1 1/2 ALUM EZ CPLR X HOSE SHANK,
106172,AC100EZ,"DIXON AC100EZ 1\ ALUM EZ CPLR X HOSE SHANK""",
106169,AC075EZ,DIXON AC075EZ 3/4 ALUM EZ CPLR X HOSE SHANK,
106105,AB400EZ,"DIXON AB400EZ 4\ ALUM EZ CPLR X MALE NPT""",
106103,AB300EZ,"DIXON AB300EZ 3\ ALUM EZ CPLR X MALE NPT""",
106095,AB200EZ,"DIXON AB200EZ 2\ ALUM EZ CPLR X MALE NPT""",
106090,AB150EZ,DIXON AB150EZ 1 1/2 ALUM EZ CPLR X MALE NPT,
106084,AB100EZ,"DIXON AB100EZ 1\ EZ BOSSLOCK CPLR X MALE NPT AL""",
106065,A525100RBF,"DIXON A525100RBF 2 1/2\ 100 500# SJ RL BR NST""",
106064,A525100RAS,"DIXON A525100RAS 2 1/2\ 100 500# SJ RL AL NPSH""",
106063,A525100RAF,"DIXON A525100RAF 2 1/2\ X 100 3725 NST RL AL""",
106062,A525100PBF,"DIXON A525100PBF 2-1/2\ X 100 500# SJ CPLD P/L BR""",
106061,A525-50UC,"DIXON A525-50UC 2 1/2\ 50 3725 UNCPD""",
106060,A525-50RBF,DIXON A525-50RBF 2 1/2 X 50 3725 NST RL BR,
106059,A525-50RAS,DIXON A525-50RAS 2 1/2 50 3725 NPSH RL AL,
106058,A525-50RAF,"DIXON A525-50RAF 2 1/2\ 50 3725 NST RL AL""",
106057,A525-50PBF,DIXON A525-50PBF 2 1/2 X 50 3725 NST PL BR,
106056,A525-25RAF,"DIXON A525-25RAF 2 1/2\ 25 500# RL AL NST""",
106055,A525-100UC,"DIXON A525-100UC 2 1/2\ 100 3715 UNCPLD""",
106054,A515100RBF,"DIXON A515100RBF 1 1/2\ X 100 500# SJ BR RL NST""",
106053,A515100RAS,"DIXON A515100RAS 1 1/2\ X 100 COUPLED""",
106052,A515100RAF,"DIXON A515100RAF 1 1/2\ X 100 COUPLED""",
106051,A515100PBF,"DIXON A515100PBF 1 1/2\ X 100 COUPLED""",
106050,A515-50UC,"DIXON A515-50UC 1 1/2\ X 50 UNCOUPLED""",
106049,A515-50RBF,"DIXON A515-50RBF 1 1/2\ X 50 COUPLED""",
106048,A515-50RAS,"DIXON A515-50RAS 1 1/2\ X 50 COUPLED""",
106047,A515-50RAF,"DIXON A515-50RAF 1 1/2\ X 50 SJ 500# AL RL NST""",
106046,A515-50PBF,"DIXON A515-50PBF 1 1/2\ X 50 COUPLED""",
106045,A515-25RAF,"DIXON A515-25RAF 1-1/2\ SJ 500# 25 RL AL NST""",
106044,A515-100UC,"DIXON A515-100UC 1 1/2\ X 100 UNCOUPLED""",
106041,A325100RBF,"DIXON A325100RBF 2 1/2\ 100 300# SJ RL BR NST""",
106040,A325100RAS,"DIXON A325100RAS 2 1/2\ 100 300# SJ RL AL NPSH""",
106039,A325100RAF,"DIXON A325100RAF 2 1/2\ 100 300# SJ RL AL NST""",
106038,A325100PBF,"DIXON A325100PBF 2 1/2\ 100 300# SJ PL BR NST""",
106037,A325-50UC,"DIXON A325-50UC 2 1/2\ 50 3125 UNCPLD""",
106036,A325-50RBF,DIXON A325-50RBF 2 1/2 50 300# SJ RL BR NST,
106035,A325-50RAS,DIXON A325-50RAS 2 1/2 50 3125 NPSH RL AL,
106034,A325-50RAF,"DIXON A325-50RAF 2 1/2\ 50 3125 NST RL AL""",
106033,A325-50PBF,DIXON A325-50PBF 2 1/2 50 300# SJ PL BR NST,
106032,A325-100UC,"DIXON A325-100UC 2 1/2\ 100 300# SJ UC""",
106031,A315100RBF,"DIXON A315100RBF 1 1/2\ X 100 COUPLED""",
106030,A315100RAS,"DIXON A315100RAS 1 1/2\ X 100 COUPLED""",
106029,A315100RAF,"DIXON A315100RAF 1 1/2\ X 100 COUPLED""",
106028,A315100PBF,"DIXON A315100PBF 1 1/2\ X 100 COUPLED""",
106027,A315-50UC,"DIXON A315-50UC 1 1/2\ X 50 UNCOUPLED""",
106026,A315-50RBF,"DIXON A315-50RBF 1 1/2\ X 50 COUPLED""",
106025,A315-50RAS,"DIXON A315-50RAS 1 1/2\ X 50 COUPLED""",
106024,A315-50RAF,"DIXON A315-50RAF 1 1/2\ X 50 COUPLED""",
106023,A315-50PBF,"DIXON A315-50PBF 1 1/2\ X 50 COUPLED""",
106022,A315-100UC,"DIXON A315-100UC 1 1/2\ X 100 UNCOUPLED""",
106008,96P3LJ15,DIXON 96P3LJ15 6 HOSE ID FLOATING FLANGE,
106002,9415U0618,"DIXON 9415U0618 3/8\ FEMALE SAFETY COUPLER""",
106001,9415U0614,"DIXON 9415U0614 1/4\ FEMALE SAFETY COUPLER""",
106000,9405U0618,"DIXON 9405U0618 3/8\ MALE SAFETY COUPLER""",
105999,9405U0614,"DIXON 9405U0614 1/4\ MALE SAFETY COUPLER""",
105998,90SCS4025F,DIXON 90SCS4025F 90 DEGREE 4 FNPT X 2 1/2 FNST,
105997,90PPF200,DIXON 90PPF200 2 90 POLYPRO EELBOW,
105996,90PPF150,DIXON 90PPF150 1 1/2 90 POLYPRO ELBOW,
105995,90PPD200,DIXON 90PPD200 2 90 POLYPRO ELBOW,
105994,90PPD150,DIXON 90PPD150 1 1/2 90 POLYPRO ELBOW,
105993,90PPC200,DIXON 90PPC200 2 90 POLYPRO ELBOW,
105992,90PPC150,DIXON 90PPC150 1 1/2 90 POLYPRO ELBOW,
105991,90PPA200,DIXON 90PPA200 2 90 POLYPRO ELBOW,
105990,90PPA150,DIXON 90PPA150 1 1/2 90 POLYPRO ELBOW,
105986,900W34S,"DIXON 900W34S NOZZLE 1/STR.SPT.75\\""""",
105983,900S,"DIXON 900S NOZZLE 1/SRT.SPT 1\\""""",
105977,8WSF8,"DIXON 8WSF8 1 \ OILFIELD COUPLER 1 \"" NPTF""",
105976,8WSDP-A,"DIXON 8WSDP-A 1\ OILFIELD DUST PLUG ALUMINUM""",
105952,861-25,DIXON 861-25 DIES FOR 860 HOSE CRIMPER,
105937,855231,DIXON 855231 DOUBLE LOCK CPLG LOCKING KEY,
105936,855206,DIXON 855206 DOUBLE LOCK GASKET,
105903,801-E-AL,"DIXON 801-E-AL 8\ ALUM AE800""",
105902,801-DP-AL,DIXON 801-DP-AL DIXON 8 INCH DUST PLUG,
105896,800-HNP-BR,"DIXON 800-HNP-BR HANDLE AND PIN FOR NEW 8\ CPLRS""",
105893,800-E-AL,"DIXON 800-E-AL 8\ M ADP X HOSE SHNK ALUM""",
105892,800-DP-AL,DIXON 800-DP-AL DUST PLUG,
105890,800-DC-AL,DIXON 800-DC-AL DUST CAP,
105888,800-C-AL,"DIXON 800-C-AL 8\ ALUM COUPLER X HOSE SHANK""",
105883,79NAB88VS,DIXON 79NAB88VS AIR BRAKE 45 DEGREE ELBOW 1/2 X 1/2,
105871,79965600,DIXON 79965600 1/4 NON RETURN IN-LINE VALVE,
105870,79960800,DIXON 79960800 5/16 NON RETURN IN-LINE VALVE,
105869,79960600,DIXON 79960600 6MM NON RETURN IN-LINE VALVE,
105868,79960400,DIXON 79960400 5/32 NON RETURN IN-LINE VALVE,
105857,79106000,"DIXON 79106000 3/8\ MINI BALL VALVE""",
105856,79105600,"DIXON 79105600 1/4\ MINI BALL VALVE""",
105855,79100800,"DIXON 79100800 5/16\ MINI BALL VALVE""",
105849,79-012,"DIXON 79-012 1 1/2\ WINGSTYLE DUST CAP""",
105848,79-010,DIXON 79-010 1 1/4 7800 HYDR DUST CAP,
105847,79-008,"DIXON 79-008 1\ 7800 HYDR DUST CAP""",
105838,78-012,"DIXON 78-012 1 1/2\ WINGSTYLE DUST PLUG""",
105837,78-010,DIXON 78-010 1 1/4 7800 HYDR DUST PLUG,
105836,78-008,"DIXON 78-008 1\ 7800 HYDR DUST PLUG""",
105834,77752222,"DIXON 77752222 1/2\ THREADED IN LINE FLOW CONTROL""",
105833,77751818,"DIXON 77751818 3/8\ THREADED IN LINE FLOW CONTROL""",
105832,77751414,"DIXON 77751414 1/4\ THREADED IN LINE FLOW CONTROL""",
105831,77751111,"DIXON 77751111 1/8\ THREADED IN LINE FLOW CONTROL""",
105809,75DWSPSS,"DIXON 75DWSPSS 3/4\ CPLR X SOCKET WELD SCHED 40 SS""",
105808,75DWBPSTSS,"DIXON 75DWBPSTSS 3/4\COUPLER X WELD (BP/ST) SS""",
105807,75AWSPSS,"DIXON 75AWSPSS 3/4\ ADAPTER X SOCKET WELD SCH 40""",
105806,75AWBPSTSS,"DIXON 75AWBPSTSS 3/4\ADPTR X WELD (BP/ST) SS""",
105805,7550-F-SS,DIXON 7550-F-SS 3/4 STAINLESS ADAPTER X 1/2 MNPT,
105804,7550-F-BR,DIXON 7550-F-BR 1/2 BRASS ADAPTER BY MALE NPT OLD B,
105803,7550-F-AL,"DIXON 7550-F-AL 1/2\ ALUM MALE ADPTR MALE THREOLD A""",
105800,7550-E-AL,DIXON 7550-E-AL 1/2 ALUM ADAPTER BY HOSE SHNK OLD A,
105799,7550-A-SS,DIXON 7550-A-SS 3/4 ADPT X 1/2 FEM THREAD,
105795,75-HP-SP,DIXON 75-HP-SP SINTERED HANDLE,
105794,75-F-SS,DIXON 75-F-SS ADAPTOR,
105793,75-F-PM,DIXON 75-F-PM 3/4 IRON ADAPTER X MALE NPT,
105792,75-F-BR,DIXON 75-F-BR ADAPTOR,
105787,75-E-AL,DIXON 75-E-AL ADAPTOR,
105784,75-DP-AL,DIXON 75-DP-AL DUST PLUG,
105781,75-DC-AL,DIXON 75-DC-AL DUST CAP,
105775,75-C-AL,DIXON 75-C-AL COUPLER,
105771,75-A-SS,DIXON 75-A-SS ADAPTOR,
105767,72S8X8,DIXON 72S8X8 1/4 X 1/4 MALE SWIVEL BRANCH TEE,
105766,72S8X4,DIXON 72S8X4 1/4 X 1/8 MALE SWIVEL BRANCH TEE,
105765,72S5X4,DIXON 72S5X4 5/32 X 1/8 MALE SWIVEL BRANCH TEE,
105764,72S5X10,DIXON 72S5X10 5/32 X 10/32 MALE SWIVEL BRANC,
105763,72S4X4,DIXON 72S4X4 1/8 X 1/8 MALE SWIVEL BRANCH TEE,
105762,72S16X16,DIXON 72S16X16 1/2 X 1/2 MALE SWIVEL BRANCH TEE,
105761,72S16X12,DIXON 72S16X12 1/2 X 3/8 MALE SWIVEL BRANCH TEE,
105760,72S12X8,DIXON 72S12X8 3/8 X 1/4 MALE SWIVEL BRANCH TEE,
105759,72S12X12,DIXON 72S12X12 3/8 X 3/8 MALE SWIVEL BRANCH TEE,
105737,71S8X8,DIXON 71S8X8 1/4 X 1/4 MALE SWIVEL RUN TEE,
105736,71S8X4,DIXON 71S8X4 1/4 X 1/8 MALE SWIVEL RUN TEE,
105735,71S5X4,DIXON 71S5X4 5/32 X 1/8 MALE SWIVEL RUN TEE,
105734,71S5X10,DIXON 71S5X10 5/32 X 10/32 MALE SWIVEL RUN TEE,
105733,71S4X4,DIXON 71S4X4 1/8 X 1/8 MALE SWIVEL RUN TEE,
105732,71S16X16,DIXON 71S16X16 1/2 X 1/2 MALE SWIVEL RUN TEE,
105731,71S16X12,DIXON 71S16X12 1/2 X 3/8 MALE SWIVEL RUN TEE,
105730,71S12X8,DIXON 71S12X8 3/8 X 1/4 MALE SWIVEL RUN TEE,
105729,71S12X12,DIXON 71S12X12 3/8 X 3/8 MALE SWIVEL RUN TEE,
105692,6WSF6,"DIXON 6WSF6 3/4\ OILFIELD COUPLER 3/4\"" NPTF S""",
105691,6WSDP-A,"DIXON 6WSDP-A 3/4\ OILFIELD DUST PLUG ALUMINUM""",
105684,69S8X8,DIXON 69S8X8 1/4 X 1/4 MALE SWIVEL ELBOW,
105683,69S8X4,DIXON 69S8X4 1/4 X 1/8 MALE SWIVEL ELBOW,
105682,69S8X12,DIXON 69S8X12 1/4 X 3/8 MALE SWIVEL ELBOW,
105681,69S8X10,DIXON 69S8X10 1/4 X 10/32 MALE SWIVEL ELBOW,
105680,69S5X8,DIXON 69S5X8 5/32 X 1/4 MALE SWIVEL ELBOW,
105679,69S5X4,DIXON 69S5X4 5/32 X 1/8 MALE SWIVEL ELBOW,
105678,69S5X10,DIXON 69S5X10 5/32 X 10/32 MALE SWIVEL,
105677,69S4X4,DIXON 69S4X4 1/8 X 1/8 MALE SWIVEL ELBOW,
105676,69S16X16,DIXON 69S16X16 1/2 X 1/2 MALE SWIVEL ELBOW,
105675,69S16X12,DIXON 69S16X12 1/2 X 3/8 MALE SWIVEL ELBOW,
105674,69S12X8,DIXON 69S12X8 3/8 X 1/4 MALE SWIVEL ELBOW,
105673,69S12X4,DIXON 69S12X4 3/8 X 1/8 MALE SWIVEL ELBOW,
105672,69S12X16,DIXON 69S12X16 3/8 X 1/2 MALE SWIVEL ELBOW,
105671,69S12X12,DIXON 69S12X12 3/8 X 3/8 MALE SWIVEL ELBOW,
105654,698X8,DIXON 698X8 1/4 X 1/4 MALE ELBOW,
105651,696X4,DIXON 696X4 3/16 X 1/8 MALE ELBOW,
105649,694X4,DIXON 694X4 1/8 X 1/8 MALE ELBOW,
105648,6916X8,DIXON 6916X8 1/2 X 1/4 MALE ELBOW,
105646,6912X8,DIXON 6912X8 3/8 X 1/4 MALE ELBOW,
105644,6912X12,DIXON 6912X12 3/8 X 3/8 MALE ELBOW,
105522,64P1LJ15,DIXON 64P1LJ15 4 HOSE ID FLOATING FLANGE,
105517,648,DIXON 648 1/4 UNION TEE,
105516,646,DIXON 646 3/16 UNION TEE,
105354,6212-50,"DIXON 6212-50 MOUNTING BRACKET KIT FOR 3/4\ & 1\""""",
105352,6200XD,"DIXON 6200XD TALL DROP ELBOW W/4\CPLR INSTALLED""",
105350,6200X,DIXON 6200X TALL DROP ELBOW,
105349,6200T,DIXON 6200T DROP ELBOW SIDELVR W/TUBE,
105347,6200D,"DIXON 6200D ELBOW LEVER C/W 4\ CPLR""",
105343,6200-1,DIXON 6200-1 ELBOW CASTING ONLY,
105314,619-50,DIXON 619-50 MANUAL DRAIN F74F73 & F74,
105250,6040-D-AL,"DIXON 6040-D-AL 6\ CPLR X 4\"" FEM NPT ALUM""",
105248,6040-A-AL,"DIXON 6040-A-AL 6\ APDT X 4\"" FEM NPT AL""",
105239,600DWSPSS,"DIXON 600DWSPSS 6\ CPLR X SOCKET WELD SCH 40 SS""",
105236,600DD-90AL,"DIXON 600DD-90AL 6\ 90 DEG CPLR X CPLR ALUM""",
105235,600DD-45AL,"DIXON 600DD-45AL 6\ 45 DEGR CPLR X CPLR ALUM""",
105233,600DA-90AL,"DIXON 600DA-90AL 6\ 90 CPLR X ADAPT ALUM""",
105231,600D-90AL,"DIXON 600D-90AL 6\ 90 CPLR X FEMALE NPT ALUM""",
105230,600C-90AL,"DIXON 600C-90AL 6\ 90 CPLR X SHANK ALUM""",
105229,600AWSPSS,"DIXON 600AWSPSS 6\ ADP X SOCKET WELD SCH 40 SS""",
105227,600AWBPSTSS,"DIXON 600AWBPSTSS 6\ ADPT X WELD (BP/ST) SS""",
105221,6000-9,DIXON 6000-9 BUNA-N GASKET FOR 600062006400,
105220,6000-17,"DIXON 6000-17 ELBOW INLET4\ADAPT C/W HARDWARE FO""",
105219,6000-16,"DIXON 6000-16 ELBOW INLET3\ADPT C/W HARDWARE FOR""",
105215,600-HRP-SI,DIXON 600-HRP-SI STAINLESS STEEL HANDLE,
105214,600-HRP-BR,DIXON 600-HRP-BR BRONZE HANDLE,
105213,600-F-SS,DIXON 600-F-SS ADAPTOR,
105212,600-F-PM,"DIXON 600-F-PM 6\ IRON ADAPTER X MALE NPT""",
105204,600-E-AL,DIXON 600-E-AL ADAPTOR 356-T,
105200,600-DP-AL,DIXON 600-DP-AL DUST PLUG,
105193,600-DC-AL,DIXON 600-DC-AL DUST CAP,
105185,600-C-AL,DIXON 600-C-AL COUPLER 356-T,
105183,600-B-ALH,DIXON 600-B-ALH COUPLER,
105181,600-ALT-AL,"DIXON 600-ALT-AL 6\ FLANGED ADAPTER ALUM""",
105178,600-AA-SS,"DIXON 600-AA-SS 6\ SPOOL ADAPTER SS""",
105176,600-A-SS,DIXON 600-A-SS ADAPTOR,
105173,600-A-ALH,DIXON 600-A-ALH ADAPTOR,
105166,5939-06,DIXON 5939-06 MOUNTING BRACKET FOR F07,
105165,5925-03,DIXON 5925-03 5 MICRON ELEMENT ELEMENT FOR F72,
105164,5925-02,DIXON 5925-02 40 MICRON FILTER ELEMENT FOR F72,
105155,5882-13,DIXON 5882-13 50 MICRON FILTER ELEMENT FOR F18,
105154,5882-12,DIXON 5882-12 25 MICRON FILTER ELEMENT FOR F18,
105153,5882-11,DIXON 5882-11 5 MICRON FILTER ELEMENT FOR F18,
105152,5797-50,DIXON 5797-50 SERVICE LIFE INDICATOR F74,
105135,5605-50,DIXON 5605-50 PYREX FEED DOME FOR L72 & L74,
105116,5311-03,DIXON 5311-03 50 MICRON FILTER ELEMENT FOR F17,
105115,5311-02,DIXON 5311-02 25 MICRON FILTER ELEMENT FOR F17,
105114,5311-01,DIXON 5311-01 5 MICRON FILTER ELEMENT FOR F17,
105109,5203-06,DIXON 5203-06 MOUNTING BRACKET FOR F08L08 B08,
105100,5095-17,DIXON 5095-17 MOUNTING BRACKET FOR L07,
105090,5040-D-AL,"DIXON 5040-D-AL 5\ X 4\"" REDUCER CPLR X FEM NPT SS""",
105077,500GTCABU,DIXON 500GTCABU 5 1/4 X 3 7/8 X 1/8 BUNA-N GSKT,
105076,500DWSPSS,"DIXON 500DWSPSS 5\ CPLR X SOCKET WELD SCH 40 SS""",
105073,500DA-90AL,"DIXON 500DA-90AL 5\ 90 CPLR X ADAPT ALUM""",
105072,500AWSPSS,"DIXON 500AWSPSS 5\ ADP X SOCKET WELD SCH 40 SS""",
105070,500AWBPSTSS,"DIXON 500AWBPSTSS 5\ADPTR X WELD (BP/ST) SS""",
105059,500-E-AL,DIXON 500-E-AL ADAPTOR,
105058,500-DP-AL,DIXON 500-DP-AL DUST PLUG,
105054,500-DC-AL,DIXON 500-DC-AL DUST CAP,
105048,500-C-AL,DIXON 500-C-AL COUPLER,
105045,500-AA-SS,"DIXON 500-AA-SS 5\ SPOOL ADAPTER SS""",
105043,500-A-SS,DIXON 500-A-SS ADAPTOR,
105042,500-A-MI,"DIXON 500-A-MI 5\ UNPLATED IRON ADAPTER""",
105038,50-HP-SP,"DIXON 50-HP-SP 1/2\ SINTERED HANDLE ASSY""",
105037,50-F-SS,DIXON 50-F-SS ADAPTOR,
105036,50-F-BR,DIXON 50-F-BR ADAPTOR,
105035,50-F-AL,DIXON 50-F-AL ADAPTOR,
105032,50-E-AL,DIXON 50-E-AL ADAPTOR,
105027,50-DC-AL,DIXON 50-DC-AL DUST CAP,
105021,50-C-AL,DIXON 50-C-AL COUPLER,
105017,50-A-SS,DIXON 50-A-SS ADAPTOR,
105013,4PSG,DIXON 4PSG PLEXIGLASS INSERT FOR 4-1460-AL,
105004,4EAF4,DIXON 4EAF4 1/2 BODY WATERBLAST CPLR 1/2 FNPT,
105003,4EAF3,DIXON 4EAF3 1/2 BODY WATERBLAST CPLR 3/8 FNPT,
104990,48P3LJ15,"DIXON 48P3LJ15 3\ HOLEDALL UNIRANGE LAP JOINT""",
104986,48P1LJ15,DIXON 48P1LJ15 3 HOSE ID FLOATING FLANGE,
104907,4455-51,DIXON 4455-51 TAMPER KIT FOR B73 SERIES,
104906,4438-03,DIXON 4438-03 40 MICRON FILTER ELEMENT FOR F73,
104905,4438-01,DIXON 4438-01 5 MICRON FILTER ELEMENT FOR F73,
104902,4425-51RF,DIXON 4425-51RF TRANSPARENT BOWL W/AUTO DRAIN,
104901,4425-50RL,DIXON 4425-50RL TRANSPARENT BOWL W/MANUAL DRAIN,
104900,4425-50RF,DIXON 4425-50RF TRANSPARENT BOWL W/MANUAL DRAIN,
104896,4385-700,DIXON 4385-700 5 SILICA GEL REFILLS FOR W74D,
104895,4380-051,DIXON 4380-051 PYREX SIGHTGLASS KIT FOR F74G,
